Season,DayNum,WTeamID,WScore,LTeamID,LScore,WLoc,NumOT,WSeasonTeamID,LSeasonTeamID,WTeamName,LTeamName,WSeedRaw,LSeedRaw,WSeed,LSeed,Round
2003,136,1281,72,1356,71,N,0,2003_1281,2003_1356,Missouri,S Illinois,Y06,Y11,6,11,1.0
2003,136,1323,70,1454,69,N,0,2003_1323,2003_1454,Notre Dame,WI Milwaukee,Z05,Z12,5,12,1.0
2003,136,1328,71,1354,54,N,0,2003_1328,2003_1354,Oklahoma,S Carolina St,W01,W16,1,16,1.0
2003,136,1390,77,1360,69,N,0,2003_1390,2003_1360,Stanford,San Diego,X04,X13,4,13,1.0
2003,136,1409,84,1173,71,N,0,2003_1409,2003_1173,Tulsa,Dayton,Y13,Y04,13,4,1.0
2003,136,1458,81,1451,74,N,0,2003_1458,2003_1451,Wisconsin,Weber St,Y05,Y12,5,12,1.0
2003,137,1120,65,1386,63,N,1,2003_1120,2003_1386,Auburn,St Joseph's PA,W10,W07,10,7,1.0
2003,137,1139,47,1280,46,N,0,2003_1139,2003_1280,Butler,Mississippi St,W12,W05,12,5,1.0
2003,137,1196,85,1358,55,N,0,2003_1196,2003_1358,Florida,Sam Houston St,X02,X15,2,15,1.0
2003,137,1231,67,1104,62,N,0,2003_1231,2003_1104,Indiana,Alabama,Y07,Y10,7,10,1.0
2003,137,1246,95,1237,64,N,0,2003_1246,2003_1237,Kentucky,IUPUI,Y01,Y16,1,16,1.0
2003,137,1257,86,1122,64,N,0,2003_1257,2003_1122,Louisville,Austin Peay,W04,W13,4,13,1.0
2003,137,1268,75,1423,73,N,0,2003_1268,2003_1423,Maryland,UNC Wilmington,X06,X11,6,11,1.0
2003,137,1277,79,1160,64,N,0,2003_1277,2003_1160,Michigan St,Colorado,X07,X10,7,10,1.0
2003,137,1329,77,1335,63,N,0,2003_1329,2003_1335,Oklahoma St,Penn,W06,W11,6,11,1.0
2003,137,1338,87,1447,61,N,0,2003_1338,2003_1447,Pittsburgh,Wagner,Y02,Y15,2,15,1.0
2003,137,1345,80,1261,56,N,0,2003_1345,2003_1261,Purdue,LSU,X09,X08,9,8,1.0
2003,137,1393,76,1264,65,N,0,2003_1393,2003_1264,Syracuse,Manhattan,W03,W14,3,14,1.0
2003,137,1400,82,1421,61,N,0,2003_1400,2003_1421,Texas,UNC Asheville,X01,X16b,1,16,1.0
2003,137,1428,60,1332,58,N,0,2003_1428,2003_1332,Utah,Oregon,Y09,Y08,9,8,1.0
2003,137,1448,76,1190,73,N,0,2003_1448,2003_1190,Wake Forest,ETSU,W02,W15,2,15,1.0
2003,137,1462,71,1407,59,N,0,2003_1462,2003_1407,Xavier,Troy,X03,X14,3,14,1.0
2003,138,1112,96,1211,95,N,2,2003_1112,2003_1211,Arizona,Gonzaga,Z01,Z09,1,9,2.0
2003,138,1163,85,1390,74,N,0,2003_1163,2003_1390,Connecticut,Stanford,X05,X04,5,4,2.0
2003,138,1181,86,1141,60,N,0,2003_1181,2003_1141,Duke,C Michigan,Z03,Z11,3,11,2.0
2003,138,1242,108,1113,76,N,0,2003_1242,2003_1113,Kansas,Arizona St,Z02,Z10,2,10,2.0
2003,138,1266,101,1281,92,N,1,2003_1266,2003_1281,Marquette,Missouri,Y03,Y06,3,6,2.0
2003,138,1323,68,1228,60,N,0,2003_1323,2003_1228,Notre Dame,Illinois,Z05,Z04,5,4,2.0
2003,138,1328,74,1143,65,N,0,2003_1328,2003_1143,Oklahoma,California,W01,W08,1,8,2.0
2003,138,1458,61,1409,60,N,0,2003_1458,2003_1409,Wisconsin,Tulsa,Y05,Y13,5,13,2.0
2003,139,1120,68,1448,62,N,0,2003_1120,2003_1448,Auburn,Wake Forest,W10,W02,10,2,2.0
2003,139,1139,79,1257,71,N,0,2003_1139,2003_1257,Butler,Louisville,W12,W04,12,4,2.0
2003,139,1246,74,1428,54,N,0,2003_1246,2003_1428,Kentucky,Utah,Y01,Y09,1,9,2.0
2003,139,1268,77,1462,64,N,0,2003_1268,2003_1462,Maryland,Xavier,X06,X03,6,3,2.0
2003,139,1277,68,1196,46,N,0,2003_1277,2003_1196,Michigan St,Florida,X07,X02,7,2,2.0
2003,139,1338,74,1231,52,N,0,2003_1338,2003_1231,Pittsburgh,Indiana,Y02,Y07,2,7,2.0
2003,139,1393,68,1329,56,N,0,2003_1393,2003_1329,Syracuse,Oklahoma St,W03,W06,3,6,2.0
2003,139,1400,77,1345,67,N,0,2003_1400,2003_1345,Texas,Purdue,X01,X09,1,9,2.0
2003,143,1112,88,1323,71,N,0,2003_1112,2003_1323,Arizona,Notre Dame,Z01,Z05,1,5,3.0
2003,143,1242,69,1181,65,N,0,2003_1242,2003_1181,Kansas,Duke,Z02,Z03,2,3,3.0
2003,143,1246,63,1458,57,N,0,2003_1246,2003_1458,Kentucky,Wisconsin,Y01,Y05,1,5,3.0
2003,143,1266,77,1338,74,N,0,2003_1266,2003_1338,Marquette,Pittsburgh,Y03,Y02,3,2,3.0
2003,144,1277,60,1268,58,N,0,2003_1277,2003_1268,Michigan St,Maryland,X07,X06,7,6,3.0
2003,144,1328,65,1139,54,N,0,2003_1328,2003_1139,Oklahoma,Butler,W01,W12,1,12,3.0
2003,144,1393,79,1120,78,N,0,2003_1393,2003_1120,Syracuse,Auburn,W03,W10,3,10,3.0
2003,144,1400,82,1163,78,N,0,2003_1400,2003_1163,Texas,Connecticut,X01,X05,1,5,3.0
2003,145,1242,78,1112,75,N,0,2003_1242,2003_1112,Kansas,Arizona,Z02,Z01,2,1,4.0
2003,145,1266,83,1246,69,N,0,2003_1266,2003_1246,Marquette,Kentucky,Y03,Y01,3,1,4.0
2003,146,1393,63,1328,47,N,0,2003_1393,2003_1328,Syracuse,Oklahoma,W03,W01,3,1,4.0
2003,146,1400,85,1277,76,N,0,2003_1400,2003_1277,Texas,Michigan St,X01,X07,1,7,4.0
2003,152,1242,94,1266,61,N,0,2003_1242,2003_1266,Kansas,Marquette,Z02,Y03,2,3,5.0
2003,152,1393,95,1400,84,N,0,2003_1393,2003_1400,Syracuse,Texas,W03,X01,3,1,5.0
2003,154,1393,81,1242,78,N,0,2003_1393,2003_1242,Syracuse,Kansas,W03,Z02,3,2,6.0
2004,136,1104,65,1356,64,N,0,2004_1104,2004_1356,Alabama,S Illinois,X08,X09,8,9,1.0
2004,136,1163,70,1436,53,N,0,2004_1163,2004_1436,Connecticut,Vermont,X02,X15,2,15,1.0
2004,136,1177,76,1173,69,N,2,2004_1177,2004_1173,DePaul,Dayton,X07,X10,7,10,1.0
2004,136,1181,96,1106,61,N,0,2004_1181,2004_1106,Duke,Alabama St,W01,W16,1,16,1.0
2004,136,1211,76,1434,49,N,0,2004_1211,2004_1434,Gonzaga,Valparaiso,Z02,Z15,2,15,1.0
2004,136,1264,75,1196,60,N,0,2004_1264,2004_1196,Manhattan,Florida,Y12,Y05,12,5,1.0
2004,136,1268,86,1431,83,N,0,2004_1268,2004_1431,Maryland,UTEP,X04,X13,4,13,1.0
2004,136,1305,72,1277,66,N,0,2004_1305,2004_1277,Nevada,Michigan St,Z10,Z07,10,7,1.0
2004,136,1314,63,1102,52,N,0,2004_1314,2004_1102,North Carolina,Air Force,W06,W11,6,11,1.0
2004,136,1371,80,1112,76,N,0,2004_1371,2004_1112,Seton Hall,Arizona,W08,W09,8,9,1.0
2004,136,1386,82,1251,63,N,0,2004_1386,2004_1251,St Joseph's PA,Liberty,Y01,Y16,1,16,1.0
2004,136,1390,71,1427,45,N,0,2004_1390,2004_1427,Stanford,UT San Antonio,X01,X16,1,16,1.0
2004,136,1393,80,1140,75,N,0,2004_1393,2004_1140,Syracuse,BYU,X05,X12,5,12,1.0
2004,136,1400,66,1343,49,N,0,2004_1400,2004_1343,Texas,Princeton,W03,W14,3,14,1.0
2004,136,1403,76,1150,73,N,0,2004_1403,2004_1150,Texas Tech,Charlotte,Y08,Y09,8,9,1.0
2004,136,1448,79,1433,78,N,0,2004_1448,2004_1433,Wake Forest,VCU,Y04,Y13,4,13,1.0
2004,137,1130,58,1428,51,N,0,2004_1130,2004_1428,Boston College,Utah,Z06,Z11,6,11,1.0
2004,137,1153,80,1190,77,N,0,2004_1153,2004_1190,Cincinnati,ETSU,W04,W13,4,13,1.0
2004,137,1210,65,1320,60,N,0,2004_1210,2004_1320,Georgia Tech,Northern Iowa,Z03,Z14,3,14,1.0
2004,137,1228,72,1293,53,N,0,2004_1228,2004_1293,Illinois,Murray St,W05,W12,5,12,1.0
2004,137,1242,78,1227,53,N,0,2004_1242,2004_1227,Kansas,IL Chicago,Z04,Z13,4,13,1.0
2004,137,1246,96,1197,76,N,0,2004_1246,2004_1197,Kentucky,Florida A&M,Z01,Z16a,1,16,1.0
2004,137,1272,59,1376,43,N,0,2004_1272,2004_1376,Memphis,South Carolina,Y07,Y10,7,10,1.0
2004,137,1280,85,1284,52,N,0,2004_1280,2004_1284,Mississippi St,Monmouth NJ,W02,W15,2,15,1.0
2004,137,1301,61,1418,52,N,0,2004_1301,2004_1418,NC State,Louisiana,X03,X14,3,14,1.0
2004,137,1329,75,1186,56,N,0,2004_1329,2004_1186,Oklahoma St,E Washington,Y02,Y15,2,15,1.0
2004,137,1334,66,1344,58,N,0,2004_1334,2004_1344,Pacific,Providence,Z12,Z05,12,5,1.0
2004,137,1338,53,1416,44,N,0,2004_1338,2004_1416,Pittsburgh,UCF,Y03,Y14,3,14,1.0
2004,137,1412,102,1449,100,N,0,2004_1412,2004_1449,UAB,Washington,Z09,Z08,9,8,1.0
2004,137,1435,71,1444,58,N,0,2004_1435,2004_1444,Vanderbilt,W Michigan,X06,X11,6,11,1.0
2004,137,1458,76,1350,64,N,0,2004_1458,2004_1350,Wisconsin,Richmond,Y06,Y11,6,11,1.0
2004,137,1462,80,1257,70,N,0,2004_1462,2004_1257,Xavier,Louisville,W07,W10,7,10,1.0
2004,138,1104,70,1390,67,N,0,2004_1104,2004_1390,Alabama,Stanford,X08,X01,8,1,2.0
2004,138,1163,72,1177,55,N,0,2004_1163,2004_1177,Connecticut,DePaul,X02,X07,2,7,2.0
2004,138,1181,90,1371,62,N,0,2004_1181,2004_1371,Duke,Seton Hall,W01,W08,1,8,2.0
2004,138,1305,91,1211,72,N,0,2004_1305,2004_1211,Nevada,Gonzaga,Z10,Z02,10,2,2.0
2004,138,1386,70,1403,65,N,0,2004_1386,2004_1403,St Joseph's PA,Texas Tech,Y01,Y08,1,8,2.0
2004,138,1393,72,1268,70,N,0,2004_1393,2004_1268,Syracuse,Maryland,X05,X04,5,4,2.0
2004,138,1400,78,1314,75,N,0,2004_1400,2004_1314,Texas,North Carolina,W03,W06,3,6,2.0
2004,138,1448,84,1264,80,N,0,2004_1448,2004_1264,Wake Forest,Manhattan,Y04,Y12,4,12,2.0
2004,139,1210,57,1130,54,N,0,2004_1210,2004_1130,Georgia Tech,Boston College,Z03,Z06,3,6,2.0
2004,139,1228,92,1153,68,N,0,2004_1228,2004_1153,Illinois,Cincinnati,W05,W04,5,4,2.0
2004,139,1242,78,1334,63,N,0,2004_1242,2004_1334,Kansas,Pacific,Z04,Z12,4,12,2.0
2004,139,1329,70,1272,53,N,0,2004_1329,2004_1272,Oklahoma St,Memphis,Y02,Y07,2,7,2.0
2004,139,1338,59,1458,55,N,0,2004_1338,2004_1458,Pittsburgh,Wisconsin,Y03,Y06,3,6,2.0
2004,139,1412,76,1246,75,N,0,2004_1412,2004_1246,UAB,Kentucky,Z09,Z01,9,1,2.0
2004,139,1435,75,1301,73,N,0,2004_1435,2004_1301,Vanderbilt,NC State,X06,X03,6,3,2.0
2004,139,1462,89,1280,74,N,0,2004_1462,2004_1280,Xavier,Mississippi St,W07,W02,7,2,2.0
2004,143,1104,80,1393,71,N,0,2004_1104,2004_1393,Alabama,Syracuse,X08,X05,8,5,3.0
2004,143,1163,73,1435,53,N,0,2004_1163,2004_1435,Connecticut,Vanderbilt,X02,X06,2,6,3.0
2004,143,1329,63,1338,51,N,0,2004_1329,2004_1338,Oklahoma St,Pittsburgh,Y02,Y03,2,3,3.0
2004,143,1386,84,1448,80,N,0,2004_1386,2004_1448,St Joseph's PA,Wake Forest,Y01,Y04,1,4,3.0
2004,144,1181,72,1228,62,N,0,2004_1181,2004_1228,Duke,Illinois,W01,W05,1,5,3.0
2004,144,1210,72,1305,67,N,0,2004_1210,2004_1305,Georgia Tech,Nevada,Z03,Z10,3,10,3.0
2004,144,1242,100,1412,74,N,0,2004_1242,2004_1412,Kansas,UAB,Z04,Z09,4,9,3.0
2004,144,1462,79,1400,71,N,0,2004_1462,2004_1400,Xavier,Texas,W07,W03,7,3,3.0
2004,145,1163,87,1104,71,N,0,2004_1163,2004_1104,Connecticut,Alabama,X02,X08,2,8,4.0
2004,145,1329,64,1386,62,N,0,2004_1329,2004_1386,Oklahoma St,St Joseph's PA,Y02,Y01,2,1,4.0
2004,146,1181,66,1462,63,N,0,2004_1181,2004_1462,Duke,Xavier,W01,W07,1,7,4.0
2004,146,1210,79,1242,71,N,1,2004_1210,2004_1242,Georgia Tech,Kansas,Z03,Z04,3,4,4.0
2004,152,1163,79,1181,78,N,0,2004_1163,2004_1181,Connecticut,Duke,X02,W01,2,1,5.0
2004,152,1210,67,1329,65,N,0,2004_1210,2004_1329,Georgia Tech,Oklahoma St,Z03,Y02,3,2,5.0
2004,154,1163,82,1210,73,N,0,2004_1163,2004_1210,Connecticut,Georgia Tech,X02,Z03,2,3,6.0
2005,136,1112,66,1429,53,N,0,2005_1112,2005_1429,Arizona,Utah St,X03,X14,3,14,1.0
2005,136,1130,85,1335,65,N,0,2005_1130,2005_1335,Boston College,Penn,X04,X13,4,13,1.0
2005,136,1153,76,1234,64,N,0,2005_1153,2005_1234,Cincinnati,Iowa,Y07,Y10,7,10,1.0
2005,136,1211,74,1457,64,N,0,2005_1211,2005_1457,Gonzaga,Winthrop,W03,W14,3,14,1.0
2005,136,1228,67,1192,55,N,0,2005_1228,2005_1192,Illinois,F Dickinson,X01,X16,1,16,1.0
2005,136,1246,72,1184,64,N,0,2005_1246,2005_1184,Kentucky,E Kentucky,Y02,Y15,2,15,1.0
2005,136,1305,61,1400,57,N,0,2005_1305,2005_1400,Nevada,Texas,X09,X08,9,8,1.0
2005,136,1328,84,1310,67,N,0,2005_1328,2005_1310,Oklahoma,Niagara,Y03,Y14,3,14,1.0
2005,136,1334,79,1338,71,N,0,2005_1334,2005_1338,Pacific,Pittsburgh,W08,W09,8,9,1.0
2005,136,1403,78,1417,66,N,0,2005_1403,2005_1417,Texas Tech,UCLA,W06,W11,6,11,1.0
2005,136,1412,82,1261,68,N,0,2005_1412,2005_1261,UAB,LSU,X11,X06,11,6,1.0
2005,136,1428,60,1431,54,N,0,2005_1428,2005_1431,Utah,UTEP,Y06,Y11,6,11,1.0
2005,136,1448,70,1151,54,N,0,2005_1448,2005_1151,Wake Forest,Chattanooga,W02,W15,2,15,1.0
2005,136,1449,88,1285,77,N,0,2005_1449,2005_1285,Washington,Montana,W01,W16,1,16,1.0
2005,136,1452,63,1166,61,N,0,2005_1452,2005_1166,West Virginia,Creighton,W07,W10,7,10,1.0
2005,136,1454,83,1104,73,N,0,2005_1454,2005_1104,WI Milwaukee,Alabama,X12,X05,12,5,1.0
2005,137,1137,64,1242,63,N,0,2005_1137,2005_1242,Bucknell,Kansas,Z14,Z03,14,3,1.0
2005,137,1163,77,1416,71,N,0,2005_1163,2005_1416,Connecticut,UCF,Z02,Z15,2,15,1.0
2005,137,1181,57,1175,46,N,0,2005_1181,2005_1175,Duke,Delaware St,Y01,Y16,1,16,1.0
2005,137,1196,67,1325,62,N,0,2005_1196,2005_1325,Florida,Ohio,Z04,Z13,4,13,1.0
2005,137,1210,80,1203,68,N,0,2005_1210,2005_1203,Georgia Tech,G Washington,W05,W12,5,12,1.0
2005,137,1235,64,1278,53,N,0,2005_1235,2005_1278,Iowa St,Minnesota,Z09,Z08,9,8,1.0
2005,137,1257,68,1418,62,N,0,2005_1257,2005_1418,Louisville,Louisiana,W04,W13,4,13,1.0
2005,137,1277,89,1330,81,N,0,2005_1277,2005_1330,Michigan St,Old Dominion,Y05,Y12,5,12,1.0
2005,137,1280,93,1390,70,N,0,2005_1280,2005_1390,Mississippi St,Stanford,Y09,Y08,9,8,1.0
2005,137,1301,75,1150,63,N,0,2005_1301,2005_1150,NC State,Charlotte,Z10,Z07,10,7,1.0
2005,137,1314,96,1324,68,N,0,2005_1314,2005_1324,North Carolina,Oakland,Z01,Z16b,1,16,1.0
2005,137,1329,63,1368,50,N,0,2005_1329,2005_1368,Oklahoma St,SE Louisiana,X02,X15,2,15,1.0
2005,137,1356,65,1388,56,N,0,2005_1356,2005_1388,S Illinois,St Mary's CA,X07,X10,7,10,1.0
2005,137,1436,60,1393,57,N,1,2005_1436,2005_1393,Vermont,Syracuse,Y13,Y04,13,4,1.0
2005,137,1437,55,1307,47,N,0,2005_1437,2005_1307,Villanova,New Mexico,Z05,Z12,5,12,1.0
2005,137,1458,57,1320,52,N,0,2005_1458,2005_1320,Wisconsin,Northern Iowa,Z06,Z11,6,11,1.0
2005,138,1112,85,1412,63,N,0,2005_1112,2005_1412,Arizona,UAB,X03,X11,3,11,2.0
2005,138,1228,71,1305,59,N,0,2005_1228,2005_1305,Illinois,Nevada,X01,X09,1,9,2.0
2005,138,1246,69,1153,60,N,0,2005_1246,2005_1153,Kentucky,Cincinnati,Y02,Y07,2,7,2.0
2005,138,1403,71,1211,69,N,0,2005_1403,2005_1211,Texas Tech,Gonzaga,W06,W03,6,3,2.0
2005,138,1428,67,1328,58,N,0,2005_1428,2005_1328,Utah,Oklahoma,Y06,Y03,6,3,2.0
2005,138,1449,97,1334,79,N,0,2005_1449,2005_1334,Washington,Pacific,W01,W08,1,8,2.0
2005,138,1452,111,1448,105,N,2,2005_1452,2005_1448,West Virginia,Wake Forest,W07,W02,7,2,2.0
2005,138,1454,83,1130,75,N,0,2005_1454,2005_1130,WI Milwaukee,Boston College,X12,X04,12,4,2.0
2005,139,1181,63,1280,55,N,0,2005_1181,2005_1280,Duke,Mississippi St,Y01,Y09,1,9,2.0
2005,139,1257,76,1210,54,N,0,2005_1257,2005_1210,Louisville,Georgia Tech,W04,W05,4,5,2.0
2005,139,1277,72,1436,61,N,0,2005_1277,2005_1436,Michigan St,Vermont,Y05,Y13,5,13,2.0
2005,139,1301,65,1163,62,N,0,2005_1301,2005_1163,NC State,Connecticut,Z10,Z02,10,2,2.0
2005,139,1314,92,1235,65,N,0,2005_1314,2005_1235,North Carolina,Iowa St,Z01,Z09,1,9,2.0
2005,139,1329,85,1356,77,N,0,2005_1329,2005_1356,Oklahoma St,S Illinois,X02,X07,2,7,2.0
2005,139,1437,76,1196,65,N,0,2005_1437,2005_1196,Villanova,Florida,Z05,Z04,5,4,2.0
2005,139,1458,71,1137,62,N,0,2005_1458,2005_1137,Wisconsin,Bucknell,Z06,Z14,6,14,2.0
2005,143,1112,79,1329,78,N,0,2005_1112,2005_1329,Arizona,Oklahoma St,X03,X02,3,2,3.0
2005,143,1228,77,1454,63,N,0,2005_1228,2005_1454,Illinois,WI Milwaukee,X01,X12,1,12,3.0
2005,143,1257,93,1449,79,N,0,2005_1257,2005_1449,Louisville,Washington,W04,W01,4,1,3.0
2005,143,1452,65,1403,60,N,0,2005_1452,2005_1403,West Virginia,Texas Tech,W07,W06,7,6,3.0
2005,144,1246,62,1428,52,N,0,2005_1246,2005_1428,Kentucky,Utah,Y02,Y06,2,6,3.0
2005,144,1277,78,1181,68,N,0,2005_1277,2005_1181,Michigan St,Duke,Y05,Y01,5,1,3.0
2005,144,1314,67,1437,66,N,0,2005_1314,2005_1437,North Carolina,Villanova,Z01,Z05,1,5,3.0
2005,144,1458,65,1301,56,N,0,2005_1458,2005_1301,Wisconsin,NC State,Z06,Z10,6,10,3.0
2005,145,1228,90,1112,89,N,1,2005_1228,2005_1112,Illinois,Arizona,X01,X03,1,3,4.0
2005,145,1257,93,1452,85,N,1,2005_1257,2005_1452,Louisville,West Virginia,W04,W07,4,7,4.0
2005,146,1277,94,1246,88,N,2,2005_1277,2005_1246,Michigan St,Kentucky,Y05,Y02,5,2,4.0
2005,146,1314,88,1458,82,N,0,2005_1314,2005_1458,North Carolina,Wisconsin,Z01,Z06,1,6,4.0
2005,152,1228,72,1257,57,N,0,2005_1228,2005_1257,Illinois,Louisville,X01,W04,1,4,5.0
2005,152,1314,87,1277,71,N,0,2005_1314,2005_1277,North Carolina,Michigan St,Z01,Y05,1,5,5.0
2005,154,1314,75,1228,70,N,0,2005_1314,2005_1228,North Carolina,Illinois,Z01,X01,1,1,6.0
2006,136,1104,90,1266,85,N,0,2006_1104,2006_1266,Alabama,Marquette,X10,X07,10,7,1.0
2006,136,1130,88,1334,76,N,2,2006_1130,2006_1334,Boston College,Pacific,Y04,Y13,4,13,1.0
2006,136,1181,70,1380,54,N,0,2006_1181,2006_1380,Duke,Southern Univ,W01,W16,1,16,1.0
2006,136,1196,76,1375,50,N,0,2006_1196,2006_1375,Florida,South Alabama,Y03,Y14,3,14,1.0
2006,136,1203,88,1423,85,N,1,2006_1203,2006_1423,G Washington,UNC Wilmington,W08,W09,8,9,1.0
2006,136,1211,79,1462,75,N,0,2006_1211,2006_1462,Gonzaga,Xavier,X03,X14,3,14,1.0
2006,136,1228,78,1102,69,N,0,2006_1228,2006_1102,Illinois,Air Force,Z04,Z13,4,13,1.0
2006,136,1231,87,1361,83,N,0,2006_1231,2006_1361,Indiana,San Diego St,X06,X11,6,11,1.0
2006,136,1261,80,1233,64,N,0,2006_1261,2006_1233,LSU,Iona,W04,W13,4,13,1.0
2006,136,1285,87,1305,79,N,0,2006_1285,2006_1305,Montana,Nevada,Y12,Y05,12,5,1.0
2006,136,1397,63,1457,61,N,0,2006_1397,2006_1457,Tennessee,Winthrop,Z02,Z15,2,15,1.0
2006,136,1401,66,1393,58,N,0,2006_1401,2006_1393,Texas A&M,Syracuse,W12,W05,12,5,1.0
2006,136,1417,78,1125,44,N,0,2006_1417,2006_1125,UCLA,Belmont,X02,X15,2,15,1.0
2006,136,1449,75,1429,61,N,0,2006_1449,2006_1429,Washington,Utah St,Z05,Z12,5,12,1.0
2006,136,1454,82,1328,74,N,0,2006_1454,2006_1328,WI Milwaukee,Oklahoma,Y11,Y06,11,6,1.0
2006,136,1455,86,1371,66,N,0,2006_1455,2006_1371,Wichita St,Seton Hall,Z07,Z10,7,10,1.0
2006,137,1112,94,1458,75,N,0,2006_1112,2006_1458,Arizona,Wisconsin,Y08,Y09,8,9,1.0
2006,137,1133,77,1242,73,N,0,2006_1133,2006_1242,Bradley,Kansas,X13,X04,13,4,1.0
2006,137,1137,59,1116,55,N,0,2006_1137,2006_1116,Bucknell,Arkansas,X09,X08,9,8,1.0
2006,137,1163,72,1107,59,N,0,2006_1163,2006_1107,Connecticut,SUNY Albany,Z01,Z16,1,16,1.0
2006,137,1206,75,1277,65,N,0,2006_1206,2006_1277,George Mason,Michigan St,Z11,Z06,11,6,1.0
2006,137,1207,54,1320,49,N,0,2006_1207,2006_1320,Georgetown,Northern Iowa,Y07,Y10,7,10,1.0
2006,137,1246,69,1412,64,N,0,2006_1246,2006_1412,Kentucky,UAB,Z08,Z09,8,9,1.0
2006,137,1272,94,1331,78,N,0,2006_1272,2006_1331,Memphis,Oral Roberts,X01,X16,1,16,1.0
2006,137,1301,58,1143,52,N,0,2006_1301,2006_1143,NC State,California,W10,W07,10,7,1.0
2006,137,1314,69,1293,65,N,0,2006_1314,2006_1293,North Carolina,Murray St,Z03,Z14,3,14,1.0
2006,137,1322,64,1234,63,N,0,2006_1322,2006_1234,Northwestern LA,Iowa,W14,W03,14,3,1.0
2006,137,1326,70,1172,62,N,0,2006_1326,2006_1172,Ohio St,Davidson,Y02,Y15,2,15,1.0
2006,137,1338,79,1245,64,N,0,2006_1338,2006_1245,Pittsburgh,Kent,X05,X12,5,12,1.0
2006,137,1400,60,1335,52,N,0,2006_1400,2006_1335,Texas,Penn,W02,W15,2,15,1.0
2006,137,1437,58,1284,45,N,0,2006_1437,2006_1284,Villanova,Monmouth NJ,Y01,Y16b,1,16,1.0
2006,137,1452,64,1356,46,N,0,2006_1452,2006_1356,West Virginia,S Illinois,W06,W11,6,11,1.0
2006,138,1130,69,1285,56,N,0,2006_1130,2006_1285,Boston College,Montana,Y04,Y12,4,12,2.0
2006,138,1181,74,1203,61,N,0,2006_1181,2006_1203,Duke,G Washington,W01,W08,1,8,2.0
2006,138,1196,82,1454,60,N,0,2006_1196,2006_1454,Florida,WI Milwaukee,Y03,Y11,3,11,2.0
2006,138,1211,90,1231,80,N,0,2006_1211,2006_1231,Gonzaga,Indiana,X03,X06,3,6,2.0
2006,138,1261,58,1401,57,N,0,2006_1261,2006_1401,LSU,Texas A&M,W04,W12,4,12,2.0
2006,138,1417,62,1104,59,N,0,2006_1417,2006_1104,UCLA,Alabama,X02,X10,2,10,2.0
2006,138,1449,67,1228,64,N,0,2006_1449,2006_1228,Washington,Illinois,Z05,Z04,5,4,2.0
2006,138,1455,80,1397,73,N,0,2006_1455,2006_1397,Wichita St,Tennessee,Z07,Z02,7,2,2.0
2006,139,1133,72,1338,66,N,0,2006_1133,2006_1338,Bradley,Pittsburgh,X13,X05,13,5,2.0
2006,139,1163,87,1246,83,N,0,2006_1163,2006_1246,Connecticut,Kentucky,Z01,Z08,1,8,2.0
2006,139,1206,65,1314,60,N,0,2006_1206,2006_1314,George Mason,North Carolina,Z11,Z03,11,3,2.0
2006,139,1207,70,1326,52,N,0,2006_1207,2006_1326,Georgetown,Ohio St,Y07,Y02,7,2,2.0
2006,139,1272,72,1137,56,N,0,2006_1272,2006_1137,Memphis,Bucknell,X01,X09,1,9,2.0
2006,139,1400,75,1301,54,N,0,2006_1400,2006_1301,Texas,NC State,W02,W10,2,10,2.0
2006,139,1437,82,1112,78,N,0,2006_1437,2006_1112,Villanova,Arizona,Y01,Y08,1,8,2.0
2006,139,1452,67,1322,54,N,0,2006_1452,2006_1322,West Virginia,Northwestern LA,W06,W14,6,14,2.0
2006,143,1261,62,1181,54,N,0,2006_1261,2006_1181,LSU,Duke,W04,W01,4,1,3.0
2006,143,1272,80,1133,64,N,0,2006_1272,2006_1133,Memphis,Bradley,X01,X13,1,13,3.0
2006,143,1400,74,1452,71,N,0,2006_1400,2006_1452,Texas,West Virginia,W02,W06,2,6,3.0
2006,143,1417,73,1211,71,N,0,2006_1417,2006_1211,UCLA,Gonzaga,X02,X03,2,3,3.0
2006,144,1163,98,1449,92,N,1,2006_1163,2006_1449,Connecticut,Washington,Z01,Z05,1,5,3.0
2006,144,1196,57,1207,53,N,0,2006_1196,2006_1207,Florida,Georgetown,Y03,Y07,3,7,3.0
2006,144,1206,63,1455,55,N,0,2006_1206,2006_1455,George Mason,Wichita St,Z11,Z07,11,7,3.0
2006,144,1437,60,1130,59,N,1,2006_1437,2006_1130,Villanova,Boston College,Y01,Y04,1,4,3.0
2006,145,1261,70,1400,60,N,1,2006_1261,2006_1400,LSU,Texas,W04,W02,4,2,4.0
2006,145,1417,50,1272,45,N,0,2006_1417,2006_1272,UCLA,Memphis,X02,X01,2,1,4.0
2006,146,1196,75,1437,62,N,0,2006_1196,2006_1437,Florida,Villanova,Y03,Y01,3,1,4.0
2006,146,1206,86,1163,84,N,1,2006_1206,2006_1163,George Mason,Connecticut,Z11,Z01,11,1,4.0
2006,152,1196,73,1206,58,N,0,2006_1196,2006_1206,Florida,George Mason,Y03,Z11,3,11,5.0
2006,152,1417,59,1261,45,N,0,2006_1417,2006_1261,UCLA,LSU,X02,W04,2,4,5.0
2006,154,1196,73,1417,57,N,0,2006_1196,2006_1417,Florida,UCLA,Y03,X02,3,2,6.0
